manifestationOfWork	_22K_22_Is_for_Killer	HT006839630
type	_22K_22_Is_for_Killer	Work
seeAlso	_22K_22_Is_for_Killer	HT006839630
manifestationOfWork	_C3_8Ddolos_rotos	HT016203897
type	_C3_8Ddolos_rotos	Work
seeAlso	_C3_8Ddolos_rotos	HT016203897
manifestationOfWork	_C3_9Cle_rahutu_vee	TT001004202
type	_C3_9Cle_rahutu_vee	Work
seeAlso	_C3_9Cle_rahutu_vee	TT001004202
manifestationOfWork	_C3_9Cmera_j_C3_B5el	TT001004221
type	_C3_9Cmera_j_C3_B5el	Work
seeAlso	_C3_9Cmera_j_C3_B5el	TT001004221
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT000472845
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT004230336
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT005101696
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT008564825
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT009219186
manifestationOfWork	_Tis_Pity_She_s_a_Whore	HT013793157
type	_Tis_Pity_She_s_a_Whore	Work
seeAlso	_Tis_Pity_She_s_a_Whore	HT000472845
seeAlso	_Tis_Pity_She_s_a_Whore	HT004230336
seeAlso	_Tis_Pity_She_s_a_Whore	HT005101696
seeAlso	_Tis_Pity_She_s_a_Whore	HT008564825
seeAlso	_Tis_Pity_She_s_a_Whore	HT009219186
seeAlso	_Tis_Pity_She_s_a_Whore	HT013793157
manifestationOfWork	101_Philosophy_Problems	HT016625462
type	101_Philosophy_Problems	Work
seeAlso	101_Philosophy_Problems	HT016625462
manifestationOfWork	1Q84	HT016416802
type	1Q84	Work
seeAlso	1Q84	HT016416802
manifestationOfWork	4_48_Psychosis	HT012821908
type	4_48_Psychosis	Work
seeAlso	4_48_Psychosis	HT012821908
manifestationOfWork	4_50_from_Paddington	HT016636590
type	4_50_from_Paddington	Work
seeAlso	4_50_from_Paddington	HT016636590
isLike	A__B__Miller_High_School	US_CFtMHS
type	A__B__Miller_High_School	Organization
isLike	A__Maceo_Smith_New_Tech_High_School	US_TxDaAMS
type	A__Maceo_Smith_New_Tech_High_School	Organization
isLike	AAA_Foundation_for_Traffic_Safety	US_DcWaAAA
type	AAA_Foundation_for_Traffic_Safety	Organization
isLike	ABC_CLIO	US_CaStbABC
type	ABC_CLIO	Organization
manifestationOfWork	AIDS_and_Its_Metaphors	HT003303345
type	AIDS_and_Its_Metaphors	Work
seeAlso	AIDS_and_Its_Metaphors	HT003303345
manifestationOfWork	A_Beautiful_Place_to_Die	HT016710948
type	A_Beautiful_Place_to_Die	Work
seeAlso	A_Beautiful_Place_to_Die	HT016710948
manifestationOfWork	A_Book_of_Common_Prayer	HT003331312
manifestationOfWork	A_Book_of_Common_Prayer	HT007086466
type	A_Book_of_Common_Prayer	Work
seeAlso	A_Book_of_Common_Prayer	HT003331312
seeAlso	A_Book_of_Common_Prayer	HT007086466
manifestationOfWork	A_Brief_History_of_Time	HT003053959
manifestationOfWork	A_Brief_History_of_Time	HT003562106
manifestationOfWork	A_Brief_History_of_Time	HT003719879
manifestationOfWork	A_Brief_History_of_Time	HT004082202
manifestationOfWork	A_Brief_History_of_Time	HT004084244
manifestationOfWork	A_Brief_History_of_Time	HT004318982
type	A_Brief_History_of_Time	Work
seeAlso	A_Brief_History_of_Time	HT003053959
seeAlso	A_Brief_History_of_Time	HT003562106
seeAlso	A_Brief_History_of_Time	HT003719879
seeAlso	A_Brief_History_of_Time	HT004082202
seeAlso	A_Brief_History_of_Time	HT004084244
seeAlso	A_Brief_History_of_Time	HT004318982
manifestationOfWork	A_Burnt_Out_Case	HT002385006
manifestationOfWork	A_Burnt_Out_Case	HT004762346
manifestationOfWork	A_Burnt_Out_Case	HT005732757
manifestationOfWork	A_Burnt_Out_Case	TT001094997
type	A_Burnt_Out_Case	Work
seeAlso	A_Burnt_Out_Case	HT002385006
seeAlso	A_Burnt_Out_Case	HT004762346
seeAlso	A_Burnt_Out_Case	HT005732757
seeAlso	A_Burnt_Out_Case	TT001094997
manifestationOfWork	A_Canticle_for_Leibowitz	HT009865478
manifestationOfWork	A_Canticle_for_Leibowitz	HT016649223
type	A_Canticle_for_Leibowitz	Work
seeAlso	A_Canticle_for_Leibowitz	HT009865478
seeAlso	A_Canticle_for_Leibowitz	HT016649223
manifestationOfWork	A_Caribbean_Mystery	TT001340048
type	A_Caribbean_Mystery	Work
seeAlso	A_Caribbean_Mystery	TT001340048
manifestationOfWork	A_Case_of_Conscience	HT008509142
manifestationOfWork	A_Case_of_Conscience	HT010159366
manifestationOfWork	A_Case_of_Conscience	HT010252146
type	A_Case_of_Conscience	Work
seeAlso	A_Case_of_Conscience	HT008509142
seeAlso	A_Case_of_Conscience	HT010159366
seeAlso	A_Case_of_Conscience	HT010252146
manifestationOfWork	A_Case_of_Exploding_Mangoes	HT015574846
type	A_Case_of_Exploding_Mangoes	Work
seeAlso	A_Case_of_Exploding_Mangoes	HT015574846
manifestationOfWork	A_Case_of_Need	HT009030254
type	A_Case_of_Need	Work
seeAlso	A_Case_of_Need	HT009030254
manifestationOfWork	A_Catskill_Eagle	HT015818424
type	A_Catskill_Eagle	Work
seeAlso	A_Catskill_Eagle	HT015818424
manifestationOfWork	A_Certain_Woman	HT006588617
type	A_Certain_Woman	Work
seeAlso	A_Certain_Woman	HT006588617
manifestationOfWork	A_Certain_World	HT000462690
manifestationOfWork	A_Certain_World	HT007843886
type	A_Certain_World	Work
seeAlso	A_Certain_World	HT000462690
seeAlso	A_Certain_World	HT007843886
manifestationOfWork	A_Child_of_the_Jago	HT002860096
manifestationOfWork	A_Child_of_the_Jago	HT007551658
manifestationOfWork	A_Child_of_the_Jago	HT009389179
type	A_Child_of_the_Jago	Work
seeAlso	A_Child_of_the_Jago	HT002860096
seeAlso	A_Child_of_the_Jago	HT007551658
seeAlso	A_Child_of_the_Jago	HT009389179
manifestationOfWork	A_Christmas_Memory	HT003144511
manifestationOfWork	A_Christmas_Memory	HT007435160
type	A_Christmas_Memory	Work
seeAlso	A_Christmas_Memory	HT003144511
seeAlso	A_Christmas_Memory	HT007435160
manifestationOfWork	A_Clash_of_Kings	HT016896067
type	A_Clash_of_Kings	Work
seeAlso	A_Clash_of_Kings	HT016896067
manifestationOfWork	A_Clergyman_s_Daughter	HT006309246
manifestationOfWork	A_Clergyman_s_Daughter	HT007336050
manifestationOfWork	A_Clergyman_s_Daughter	HT009212782
manifestationOfWork	A_Clergyman_s_Daughter	HT009872006
manifestationOfWork	A_Clergyman_s_Daughter	HT016663271
type	A_Clergyman_s_Daughter	Work
seeAlso	A_Clergyman_s_Daughter	HT006309246
seeAlso	A_Clergyman_s_Daughter	HT007336050
seeAlso	A_Clergyman_s_Daughter	HT009212782
seeAlso	A_Clergyman_s_Daughter	HT009872006
seeAlso	A_Clergyman_s_Daughter	HT016663271
